job_title,Industry,experience_level,Age,employment_type,work_year, salary_in_usd ,company_location,company_size
Machine Learning Engineer,IT,Senior-level,65,Full-time,2023," $98,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,29,Full-time,2023," $98,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,47,Full-time,2023," $98,432.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,20,Full-time,2023," $98,432.00 ",United Kingdom,Medium
Data Engineer,IT,Executive-level,55,Full-time,2023," $98,432.00 ",United Kingdom,Medium
BI Developer,IT,Senior-level,23,Full-time,2023," $98,432.00 ",United Kingdom,Medium
Data Engineer,IT,Senior-level,59,Full-time,2023," $98,432.00 ",United Kingdom,Medium
Data Analyst,IT,Mid-level,27,Full-time,2023," $98,432.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Mid-level,21,Full-time,2023," $98,432.00 ",United Kingdom,Medium
Data Analyst,IT,Senior-level,19,Full-time,2023," $98,400.00 ",United States,Medium
ML Engineer,IT,Mid-level,21,Full-time,2022," $98,200.00 ",United States,Large
Business Intelligence Developer,IT,Senior-level,32,Full-time,2023," $98,010.00 ",United States,Medium
Research Engineer,IT,Entry-level,36,Full-time,2023," $98,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,20,Full-time,2023," $98,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,42,Full-time,2023," $98,000.00 ",United States,Medium
Data Manager,IT,Mid-level,57,Full-time,2022," $98,000.00 ",United States,Medium
BI Data Analyst,IT,Mid-level,36,Full-time,2020," $98,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,49,Full-time,2023," $97,750.00 ",United States,Medium
Data Analyst,IT,Mid-level,51,Full-time,2023," $97,750.00 ",United States,Medium
Data Scientist,IT,Mid-level,58,Full-time,2023," $97,750.00 ",United States,Medium
Applied Machine Learning Scientist,IT,Mid-level,37,Contract,2022," $97,712.00 ",Netherlands,Large
Data Engineer,IT,Senior-level,31,Full-time,2023," $97,500.00 ",United States,Medium
Data Analyst,IT,Mid-level,40,Full-time,2022," $97,500.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,29,Full-time,2023," $97,400.00 ",United Kingdom,Medium
Data Science Practitioner,IT,Senior-level,53,Full-time,2023," $97,300.00 ",United States,Medium
Data Science,IT,Executive-level,24,Full-time,2024," $97,254.00 ",United States,Medium
Data Engineer,IT,Senior-level,59,Full-time,2024," $97,200.00 ",United States,Medium
Data Engineer,IT,Senior-level,26,Full-time,2023," $97,200.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,21,Full-time,2023," $97,171.00 ",Netherlands,Large
Data Scientist,IT,Mid-level,26,Full-time,2023," $97,171.00 ",Ireland,Medium
Data Scientist,IT,Mid-level,37,Full-time,2024," $97,125.00 ",United States,Medium
Data Scientist,IT,Mid-level,40,Full-time,2024," $97,000.00 ",United States,Medium
Research Engineer,IT,Senior-level,20,Full-time,2024," $97,000.00 ",United States,Medium
Business Intelligence Analyst,IT,Mid-level,24,Full-time,2023," $97,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,50,Full-time,2023," $97,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,40,Full-time,2022," $97,000.00 ",United States,Medium
Research Engineer,IT,Mid-level,43,Full-time,2024," $96,800.00 ",United States,Medium
Data Engineer,IT,Senior-level,65,Full-time,2023," $96,800.00 ",United States,Medium
Data Analyst,IT,Senior-level,26,Full-time,2023," $96,800.00 ",United States,Medium
Data Analyst,IT,Mid-level,20,Full-time,2023," $96,750.00 ",United States,Medium
Data Scientist,IT,Senior-level,44,Full-time,2024," $96,600.00 ",United States,Medium
Data Manager,IT,Senior-level,28,Full-time,2023," $96,600.00 ",United States,Medium
Business Intelligence Analyst,IT,Entry-level,57,Full-time,2023," $96,412.00 ",United States,Medium
Data Scientist,IT,Mid-level,38,Full-time,2023," $96,313.00 ",Canada,Small
Data Engineer,IT,Senior-level,41,Full-time,2021," $96,282.00 ",United Kingdom,Large
Data Engineer,IT,Senior-level,50,Full-time,2023," $96,200.00 ",United States,Medium
Data Scientist,IT,Mid-level,46,Full-time,2024," $96,125.00 ",United Kingdom,Medium
Research Scientist,IT,Senior-level,51,Full-time,2021," $96,113.00 ",Canada,Large
Data Engineer,IT,Senior-level,42,Full-time,2023," $96,100.00 ",United States,Medium
Data Analyst,IT,Senior-level,29,Full-time,2024," $96,000.00 ",United States,Medium
Business Intelligence Analyst,IT,Mid-level,47,Full-time,2023," $96,000.00 ",United States,Medium
Data Architect,IT,Senior-level,34,Full-time,2023," $96,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,29,Full-time,2023," $96,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,56,Full-time,2023," $96,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,62,Full-time,2022," $96,000.00 ",United States,Medium
ETL Developer,IT,Senior-level,51,Full-time,2023," $95,800.00 ",United States,Medium
Computer Vision Software Engineer,IT,Mid-level,29,Full-time,2021," $95,746.00 ",United States,Small
Data Scientist,IT,Senior-level,56,Full-time,2022," $95,550.00 ",United States,Medium
Data Architect,IT,Senior-level,29,Full-time,2023," $95,500.00 ",United States,Medium
Data Scientist,IT,Mid-level,36,Full-time,2023," $95,490.00 ",United States,Medium
Data Analyst,IT,Mid-level,21,Full-time,2023," $95,400.00 ",United States,Medium
Lead Machine Learning Engineer,IT,Senior-level,51,Full-time,2022," $95,386.00 ",India,Large
Data Engineer,IT,Senior-level,24,Full-time,2024," $95,325.00 ",United States,Medium
AI Engineer,IT,Senior-level,43,Full-time,2023," $95,325.00 ",United States,Medium
Data Scientist,IT,Senior-level,23,Full-time,2023," $95,325.00 ",United States,Medium
Data Engineer,IT,Senior-level,42,Full-time,2023," $95,325.00 ",United States,Medium
Data Science,IT,Senior-level,19,Full-time,2023," $95,100.00 ",United States,Medium
Data Scientist,IT,Senior-level,39,Full-time,2023," $95,100.00 ",United States,Medium
Data Analyst,IT,Senior-level,33,Full-time,2023," $95,040.00 ",United States,Medium
Data DevOps Engineer,IT,Mid-level,46,Full-time,2023," $95,012.00 ",Germany,Large
Business Intelligence Analyst,IT,Entry-level,29,Full-time,2024," $95,000.00 ",United States,Medium
Data Developer,IT,Mid-level,38,Full-time,2024," $95,000.00 ",United States,Medium
BI Developer,IT,Senior-level,46,Full-time,2024," $95,000.00 ",India,Medium
Data Analyst,IT,Senior-level,45,Full-time,2023," $95,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,38,Full-time,2023," $95,000.00 ",United States,Medium
Data Developer,IT,Mid-level,43,Full-time,2023," $95,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,39,Full-time,2023," $95,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,28,Full-time,2023," $95,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,44,Full-time,2023," $95,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,62,Full-time,2023," $95,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,23,Full-time,2023," $95,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,50,Full-time,2023," $95,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,44,Full-time,2023," $95,000.00 ",United States,Medium
Business Intelligence Analyst,IT,Senior-level,29,Full-time,2023," $95,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,28,Full-time,2023," $95,000.00 ",United States,Medium
Data Quality Analyst,IT,Senior-level,35,Full-time,2023," $95,000.00 ",United States,Medium
Data Quality Analyst,IT,Mid-level,21,Full-time,2023," $95,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,54,Full-time,2023," $95,000.00 ",United States,Medium
Data Science Manager,IT,Mid-level,43,Full-time,2023," $95,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,38,Full-time,2023," $95,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,49,Full-time,2023," $95,000.00 ",Portugal,Medium
Data Analyst,IT,Mid-level,39,Full-time,2023," $95,000.00 ",Philippines,Medium
Data Engineer,IT,Mid-level,22,Full-time,2023," $95,000.00 ",Spain,Medium
Data Engineer,IT,Senior-level,45,Full-time,2023," $95,000.00 ",Canada,Medium
Machine Learning Engineer,IT,Senior-level,61,Full-time,2023," $95,000.00 ",Canada,Medium
Data Analyst,IT,Senior-level,43,Full-time,2023," $95,000.00 ",Canada,Medium
Data Engineer,IT,Mid-level,39,Full-time,2022," $95,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,54,Full-time,2022," $95,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,60,Full-time,2022," $95,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,42,Full-time,2022," $95,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,53,Full-time,2022," $95,000.00 ",United States,Medium
Data Specialist,IT,Senior-level,37,Full-time,2022," $95,000.00 ",United States,Medium
Business Data Analyst,IT,Mid-level,64,Full-time,2020," $95,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,57,Full-time,2023," $94,770.00 ",United States,Medium
Data Science Manager,IT,Senior-level,34,Full-time,2021," $94,665.00 ",India,Large
Research Analyst,IT,Senior-level,26,Full-time,2023," $94,600.00 ",United States,Large
Data Analyst,IT,Entry-level,36,Full-time,2023," $94,600.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,36,Full-time,2021," $94,564.00 ",Germany,Large
Data Scientist,IT,Mid-level,60,Full-time,2022," $94,560.00 ",France,Medium
Data Engineer,IT,Senior-level,37,Full-time,2023," $94,500.00 ",United States,Medium
Data Science Consultant,IT,Senior-level,22,Full-time,2022," $94,500.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,56,Full-time,2024," $94,444.00 ",Ireland,Medium
Data Scientist,IT,Senior-level,23,Full-time,2024," $94,400.00 ",United States,Medium
Data Scientist,IT,Mid-level,43,Full-time,2023," $94,400.00 ",United States,Medium
Data Analyst,IT,Senior-level,59,Full-time,2023," $94,400.00 ",United States,Medium
Data Engineer,IT,Senior-level,63,Full-time,2023," $94,300.00 ",United States,Medium
Research Scientist,IT,Senior-level,35,Full-time,2023," $94,192.00 ",United States,Medium
Data Engineer,IT,Senior-level,59,Full-time,2024," $94,100.00 ",United States,Medium
Data Scientist,IT,Senior-level,39,Full-time,2023," $94,100.00 ",United States,Medium
Research Engineer,IT,Senior-level,57,Full-time,2023," $94,100.00 ",United States,Medium
Data Analyst,IT,Mid-level,60,Full-time,2023," $94,100.00 ",United Kingdom,Medium
Data Analyst,IT,Entry-level,45,Full-time,2023," $94,035.00 ",United States,Medium
Data Engineer,IT,Senior-level,26,Full-time,2024," $94,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,36,Full-time,2023," $94,000.00 ",United States,Medium
Data Science Consultant,IT,Senior-level,62,Full-time,2023," $94,000.00 ",United States,Medium
Business Data Analyst,IT,Senior-level,23,Full-time,2023," $94,000.00 ",United States,Large
Data Architect,IT,Senior-level,56,Full-time,2023," $94,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,27,Full-time,2023," $94,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,38,Full-time,2023," $94,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,22,Full-time,2023," $94,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,62,Full-time,2023," $94,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,44,Full-time,2023," $94,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,31,Full-time,2023," $94,000.00 ",Canada,Medium
Data Analyst,IT,Senior-level,24,Full-time,2023," $93,919.00 ",United States,Medium
Data Analyst,IT,Senior-level,47,Full-time,2023," $93,919.00 ",United States,Medium
Data Analyst,IT,Senior-level,42,Full-time,2023," $93,918.00 ",United States,Medium
Data Scientist,IT,Mid-level,65,Full-time,2023," $93,918.00 ",United States,Medium
Data Analyst,IT,Senior-level,26,Full-time,2023," $93,800.00 ",United States,Medium
Data Scientist,IT,Senior-level,60,Full-time,2022," $93,800.00 ",United States,Medium
Data Analyst,IT,Senior-level,27,Full-time,2022," $93,700.00 ",United States,Medium
Data Engineer,IT,Senior-level,56,Full-time,2022," $93,700.00 ",United States,Medium
Data Management Specialist,IT,Senior-level,60,Full-time,2023," $93,593.00 ",United States,Medium
Data Analyst,IT,Senior-level,28,Full-time,2023," $93,500.00 ",United States,Medium
Data Scientist,IT,Senior-level,29,Full-time,2024," $93,400.00 ",United States,Medium
Data Analyst,IT,Senior-level,60,Full-time,2023," $93,400.00 ",United States,Medium
Data Scientist,IT,Senior-level,41,Full-time,2023," $93,400.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,61,Full-time,2023," $93,400.00 ",United States,Medium
Data Scientist,IT,Mid-level,51,Full-time,2023," $93,400.00 ",United States,Medium
Data Analyst,IT,Mid-level,53,Full-time,2023," $93,400.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,36,Full-time,2024," $93,300.00 ",Egypt,Medium
ML Engineer,IT,Senior-level,47,Full-time,2024," $93,300.00 ",Germany,Medium
Data Scientist,IT,Mid-level,31,Full-time,2023," $93,300.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,20,Full-time,2023," $93,300.00 ",United States,Medium
Data Scientist,IT,Senior-level,46,Full-time,2023," $93,300.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,28,Full-time,2023," $93,300.00 ",United States,Medium
Machine Learning Researcher,IT,Senior-level,54,Full-time,2023," $93,300.00 ",United States,Medium
AI Engineer,IT,Senior-level,21,Full-time,2023," $93,300.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,55,Full-time,2024," $93,222.00 ",Spain,Medium
Data Engineer,IT,Mid-level,54,Full-time,2021," $93,150.00 ",United States,Medium
Data Engineer,IT,Mid-level,42,Full-time,2024," $93,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,46,Full-time,2024," $93,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,47,Full-time,2024," $93,000.00 ",United States,Medium
Machine Learning Engineer,IT,Entry-level,33,Full-time,2023," $93,000.00 ",United States,Medium
Data Manager,IT,Mid-level,42,Full-time,2023," $93,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,50,Full-time,2023," $93,000.00 ",United States,Medium
BI Analyst,IT,Senior-level,53,Full-time,2023," $93,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,60,Full-time,2023," $93,000.00 ",United States,Large
Data Scientist,IT,Entry-level,35,Full-time,2022," $93,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,40,Full-time,2021," $93,000.00 ",United States,Large
Data Scientist,IT,Senior-level,62,Full-time,2023," $92,900.00 ",United States,Medium
Data Analyst,IT,Entry-level,32,Full-time,2024," $92,810.00 ",United States,Medium
Data Analyst,IT,Entry-level,47,Full-time,2024," $92,700.00 ",United States,Medium
Data Analyst,IT,Entry-level,46,Full-time,2023," $92,700.00 ",United States,Medium
Data Engineer,IT,Entry-level,55,Full-time,2023," $92,700.00 ",United States,Medium
Data Scientist,IT,Mid-level,24,Full-time,2022," $92,350.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,52,Full-time,2022," $92,350.00 ",United Kingdom,Medium
Data Analyst,IT,Senior-level,57,Full-time,2022," $92,350.00 ",United Kingdom,Medium
Analytics Engineer,IT,Senior-level,56,Full-time,2022," $92,350.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,57,Full-time,2022," $92,350.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Mid-level,29,Full-time,2022," $92,350.00 ",United Kingdom,Medium
Head of Data,IT,Executive-level,35,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Engineer,IT,Entry-level,39,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Analyst,IT,Entry-level,54,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Analyst,IT,Senior-level,47,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Mid-level,55,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Analyst,IT,Mid-level,51,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Engineer,IT,Senior-level,61,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Architect,IT,Senior-level,34,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,52,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Scientist,IT,Senior-level,59,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Computer Vision Engineer,IT,Mid-level,57,Full-time,2023," $92,280.00 ",United Kingdom,Medium
BI Developer,IT,Mid-level,28,Full-time,2023," $92,280.00 ",United Kingdom,Medium
Data Operations Analyst,IT,Senior-level,37,Full-time,2022," $92,250.00 ",United States,Medium
Data Engineer,IT,Senior-level,19,Full-time,2024," $92,190.00 ",Canada,Medium
Data Modeler,IT,Senior-level,60,Full-time,2024," $92,190.00 ",Canada,Medium
Business Intelligence Developer,IT,Mid-level,63,Full-time,2024," $92,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,46,Full-time,2023," $92,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,43,Full-time,2023," $92,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,49,Full-time,2023," $92,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,48,Full-time,2023," $92,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,18,Full-time,2023," $92,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,56,Full-time,2023," $92,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,58,Full-time,2023," $92,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,24,Full-time,2023," $92,000.00 ",United States,Medium
Data Architect,IT,Senior-level,34,Full-time,2023," $92,000.00 ",United Kingdom,Medium
Data Analyst,IT,Senior-level,27,Full-time,2023," $92,000.00 ",Canada,Medium
Data Scientist,IT,Senior-level,40,Full-time,2022," $92,000.00 ",United States,Large
Business Intelligence Analyst,IT,Entry-level,35,Full-time,2023," $91,875.00 ",Canada,Medium
Data Analyst,IT,Senior-level,27,Full-time,2023," $91,800.00 ",United States,Medium
Principal Data Engineer,IT,Senior-level,47,Full-time,2023," $91,773.00 ",Spain,Medium
Data Analyst,IT,Senior-level,61,Full-time,2023," $91,460.00 ",United States,Medium
Data Engineer,IT,Senior-level,26,Full-time,2023," $91,270.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,28,Full-time,2023," $91,260.00 ",United States,Medium
Data Scientist,IT,Senior-level,28,Full-time,2020," $91,237.00 ",Austria,Small
Research Analyst,IT,Entry-level,41,Full-time,2023," $91,200.00 ",United States,Medium
Data Engineer,IT,Mid-level,58,Full-time,2022," $91,118.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Entry-level,36,Full-time,2024," $91,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,29,Full-time,2023," $91,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,63,Full-time,2023," $91,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,33,Full-time,2023," $91,000.00 ",United States,Medium
Data Strategist,IT,Senior-level,51,Full-time,2023," $91,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,34,Full-time,2020," $91,000.00 ",United States,Large
Data Engineer,IT,Mid-level,36,Full-time,2024," $90,800.00 ",United States,Medium
Data Scientist,IT,Mid-level,55,Full-time,2021," $90,734.00 ",Germany,Large
Data Scientist,IT,Mid-level,37,Full-time,2024," $90,700.00 ",United States,Medium
Data Scientist,IT,Senior-level,43,Full-time,2023," $90,700.00 ",United States,Medium
Data Engineer,IT,Senior-level,23,Full-time,2023," $90,700.00 ",United States,Medium
Data Engineer,IT,Mid-level,61,Full-time,2023," $90,700.00 ",United States,Medium
Data Modeler,IT,Senior-level,65,Full-time,2023," $90,700.00 ",United States,Medium
Data Visualization Engineer,IT,Senior-level,38,Full-time,2023," $90,700.00 ",United States,Medium
Data Architect,IT,Senior-level,65,Full-time,2023," $90,700.00 ",United States,Medium
Research Scientist,IT,Senior-level,38,Full-time,2023," $90,700.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,53,Full-time,2023," $90,700.00 ",United States,Medium
Data Architect,IT,Senior-level,46,Full-time,2022," $90,700.00 ",Canada,Medium
Research Scientist,IT,Senior-level,25,Full-time,2023," $90,600.00 ",United States,Medium
Data Engineer,IT,Senior-level,19,Full-time,2023," $90,599.00 ",Germany,Medium
Data Analyst,IT,Mid-level,20,Full-time,2024," $90,500.00 ",United States,Medium
Data Analyst,IT,Mid-level,61,Full-time,2023," $90,500.00 ",United States,Medium
Business Intelligence Analyst,IT,Senior-level,50,Full-time,2023," $90,400.00 ",United States,Medium
Data Analyst,IT,Senior-level,60,Full-time,2022," $90,320.00 ",United States,Medium
Data Analyst,IT,Senior-level,38,Full-time,2022," $90,320.00 ",United States,Medium
Data Engineer,IT,Senior-level,26,Full-time,2023," $90,300.00 ",United States,Medium
Data Visualization Specialist,IT,Mid-level,46,Full-time,2023," $90,300.00 ",United States,Medium
Data Science Manager,IT,Senior-level,42,Full-time,2024," $90,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,23,Full-time,2024," $90,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,54,Full-time,2024," $90,000.00 ",United States,Medium
BI Developer,IT,Senior-level,59,Full-time,2024," $90,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,40,Full-time,2024," $90,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,45,Full-time,2024," $90,000.00 ",United States,Medium
Research Analyst,IT,Entry-level,34,Full-time,2024," $90,000.00 ",United States,Medium
Research Analyst,IT,Entry-level,19,Full-time,2023," $90,000.00 ",United States,Medium
Data Architect,IT,Senior-level,23,Full-time,2023," $90,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,19,Full-time,2023," $90,000.00 ",United States,Medium
Data Science Consultant,IT,Senior-level,55,Full-time,2023," $90,000.00 ",United States,Medium
Data Modeler,IT,Mid-level,28,Full-time,2023," $90,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,27,Full-time,2023," $90,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,44,Full-time,2023," $90,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,65,Full-time,2023," $90,000.00 ",United States,Medium
Marketing Data Scientist,IT,Senior-level,36,Full-time,2023," $90,000.00 ",United States,Large
Data Engineer,IT,Senior-level,55,Full-time,2023," $90,000.00 ",United States,Medium
Data Specialist,IT,Mid-level,50,Full-time,2023," $90,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,18,Full-time,2023," $90,000.00 ",United States,Medium
Data Specialist,IT,Senior-level,47,Full-time,2023," $90,000.00 ",United States,Medium
Data Architect,IT,Senior-level,61,Full-time,2023," $90,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,19,Full-time,2023," $90,000.00 ",United States,Medium
Data Analyst,IT,Executive-level,64,Full-time,2023," $90,000.00 ",United States,Medium
Data Specialist,IT,Mid-level,57,Full-time,2023," $90,000.00 ",United States,Medium
Data Strategy Manager,IT,Senior-level,39,Full-time,2023," $90,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,32,Full-time,2023," $90,000.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,39,Full-time,2023," $90,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,48,Full-time,2023," $90,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,62,Full-time,2023," $90,000.00 ",United States,Medium
Analytics Engineer,IT,Entry-level,21,Full-time,2023," $90,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,58,Full-time,2023," $90,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,23,Full-time,2023," $90,000.00 ",United States,Medium
Data Architect,IT,Mid-level,56,Full-time,2023," $90,000.00 ",United States,Medium
Computer Vision Engineer,IT,Entry-level,26,Full-time,2023," $90,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,34,Full-time,2023," $90,000.00 ",United States,Medium
Data Engineer,IT,Entry-level,19,Full-time,2023," $90,000.00 ",United States,Medium
Applied Machine Learning Scientist,IT,Senior-level,54,Full-time,2023," $90,000.00 ",United States,Large
Data Science Consultant,IT,Mid-level,21,Full-time,2023," $90,000.00 ",United States,Medium
Machine Learning Software Engineer,IT,Senior-level,62,Full-time,2023," $90,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,26,Full-time,2023," $90,000.00 ",United States,Medium
Machine Learning Research Engineer,IT,Mid-level,65,Full-time,2023," $90,000.00 ",Saudi Arabia,Medium
Data Science Manager,IT,Senior-level,62,Full-time,2023," $90,000.00 ",Mexico,Medium
Data Scientist,IT,Senior-level,45,Full-time,2023," $90,000.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,47,Full-time,2023," $90,000.00 ",France,Medium
Machine Learning Engineer,IT,Senior-level,39,Full-time,2023," $90,000.00 ",Colombia,Medium
Data Engineer,IT,Entry-level,41,Full-time,2023," $90,000.00 ",Canada,Large
Data Strategist,IT,Senior-level,37,Full-time,2023," $90,000.00 ",Canada,Medium
Machine Learning Engineer,IT,Mid-level,29,Full-time,2022," $90,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,25,Full-time,2022," $90,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,65,Full-time,2022," $90,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,25,Full-time,2022," $90,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,32,Contract,2022," $90,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,54,Full-time,2022," $90,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,49,Full-time,2022," $90,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,26,Full-time,2021," $90,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,34,Full-time,2021," $90,000.00 ",United States,Large
Data Analyst,IT,Entry-level,62,Full-time,2021," $90,000.00 ",United States,Small
Data Scientist,IT,Entry-level,26,Full-time,2021," $90,000.00 ",United States,Small
Data Science Consultant,IT,Entry-level,58,Full-time,2021," $90,000.00 ",United States,Small
Data Engineer,IT,Mid-level,34,Full-time,2023," $89,819.00 ",United Kingdom,Medium
Data Engineer,IT,Senior-level,19,Full-time,2023," $89,600.00 ",United States,Medium
Business Intelligence Engineer,IT,Mid-level,19,Full-time,2023," $89,500.00 ",United States,Medium
Data Scientist,IT,Mid-level,33,Full-time,2022," $89,306.00 ",Netherlands,Medium
Research Scientist,IT,Senior-level,50,Full-time,2022," $89,306.00 ",France,Large
Data Scientist Lead,IT,Mid-level,37,Full-time,2022," $89,306.00 ",Austria,Large
Cloud Data Engineer,IT,Mid-level,44,Full-time,2021," $89,294.00 ",Singapore,Large
Data Engineer,IT,Senior-level,57,Full-time,2023," $89,246.00 ",United States,Medium
Data Analyst,IT,Senior-level,59,Full-time,2022," $89,200.00 ",United States,Medium
Data Analyst,IT,Senior-level,40,Full-time,2023," $89,100.00 ",United States,Medium
Data Analyst,IT,Entry-level,52,Full-time,2023," $89,030.00 ",United States,Medium
Data Analyst,IT,Senior-level,39,Full-time,2023," $89,000.00 ",United States,Medium
Marketing Data Analyst,IT,Senior-level,64,Full-time,2021," $88,654.00 ",Denmark,Large
Data Scientist,IT,Mid-level,30,Full-time,2021," $88,654.00 ",Germany,Large
Machine Learning Engineer,IT,Mid-level,53,Full-time,2021," $88,654.00 ",Belgium,Medium
Data Scientist,IT,Senior-level,33,Full-time,2023," $88,600.00 ",United States,Medium
Data Scientist,IT,Senior-level,49,Full-time,2022," $88,256.00 ",United Kingdom,Large
Data Analyst,IT,Entry-level,53,Full-time,2023," $88,200.00 ",United States,Medium
Data Scientist,IT,Senior-level,57,Full-time,2022," $88,100.00 ",United States,Medium
Data Analyst,IT,Senior-level,54,Full-time,2024," $88,052.00 ",United States,Medium
