job_title,Industry,experience_level,Age,employment_type,work_year, salary_in_usd ,company_location,company_size
Data Engineer,IT,Senior-level,55,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,52,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,45,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,50,Full-time,2023," $1,16,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,49,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,58,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,32,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,22,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,27,Full-time,2023," $1,16,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,38,Full-time,2022," $1,16,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,61,Full-time,2022," $1,16,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,53,Full-time,2023," $1,15,950.00 ",United States,Medium
Data Analyst,IT,Senior-level,57,Full-time,2023," $1,15,934.00 ",United States,Medium
Data Analyst,IT,Senior-level,26,Full-time,2022," $1,15,934.00 ",United States,Medium
Data Analyst,IT,Senior-level,21,Full-time,2022," $1,15,934.00 ",United States,Medium
Data Analytics Lead,IT,Senior-level,38,Full-time,2023," $1,15,920.00 ",United States,Medium
Data Scientist,IT,Senior-level,19,Full-time,2023," $1,15,920.00 ",United States,Medium
Data Engineer,IT,Executive-level,65,Full-time,2023," $1,15,830.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,23,Full-time,2023," $1,15,702.00 ",United States,Medium
Research Engineer,IT,Senior-level,21,Full-time,2023," $1,15,607.00 ",United States,Medium
Business Intelligence Analyst,IT,Senior-level,54,Full-time,2023," $1,15,600.00 ",United States,Medium
Data Scientist,IT,Mid-level,61,Full-time,2022," $1,15,573.00 ",Netherlands,Medium
Machine Learning Engineer,IT,Senior-level,60,Full-time,2022," $1,15,573.00 ",France,Medium
Data Scientist,IT,Senior-level,57,Full-time,2023," $1,15,500.00 ",United States,Medium
Data Manager,IT,Mid-level,63,Full-time,2023," $1,15,500.00 ",United States,Medium
Data Strategist,IT,Mid-level,58,Full-time,2023," $1,15,500.00 ",United States,Medium
Data Engineer,IT,Executive-level,25,Full-time,2023," $1,15,500.00 ",United States,Medium
Data Analyst,IT,Mid-level,51,Full-time,2022," $1,15,500.00 ",United States,Medium
Data Scientist,IT,Senior-level,56,Full-time,2023," $1,15,440.00 ",United States,Medium
Data Scientist,IT,Entry-level,43,Full-time,2023," $1,15,360.00 ",United States,Medium
Data Scientist,IT,Mid-level,24,Full-time,2023," $1,15,360.00 ",United States,Medium
Data Scientist,IT,Mid-level,61,Full-time,2022," $1,15,360.00 ",United States,Medium
Data Engineer,IT,Mid-level,51,Full-time,2023," $1,15,300.00 ",United States,Medium
Lead Data Engineer,IT,Executive-level,55,Full-time,2022," $1,15,222.00 ",Canada,Small
Applied Scientist,IT,Senior-level,48,Full-time,2023," $1,15,100.00 ",United States,Large
Data Engineer,IT,Entry-level,36,Full-time,2023," $1,15,100.00 ",United States,Medium
Data Engineer,IT,Mid-level,56,Full-time,2023," $1,15,092.00 ",United States,Medium
Data Analyst,IT,Entry-level,42,Full-time,2024," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,31,Full-time,2024," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,62,Full-time,2024," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,62,Full-time,2024," $1,15,000.00 ",United States,Medium
Data Science,IT,Senior-level,32,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,36,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Science,IT,Senior-level,62,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Science,IT,Mid-level,34,Full-time,2023," $1,15,000.00 ",United States,Large
Analytics Engineer,IT,Senior-level,33,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Architect,IT,Senior-level,21,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,57,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,56,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,55,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,60,Full-time,2023," $1,15,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,52,Full-time,2023," $1,15,000.00 ",United States,Large
Business Intelligence Engineer,IT,Senior-level,42,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,64,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,65,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,39,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,57,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Lead,IT,Mid-level,64,Full-time,2023," $1,15,000.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,61,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Strategy Manager,IT,Senior-level,48,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Architect,IT,Mid-level,26,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,36,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Manager,IT,Senior-level,27,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,62,Full-time,2023," $1,15,000.00 ",United States,Medium
Cloud Database Engineer,IT,Senior-level,23,Full-time,2023," $1,15,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,60,Full-time,2023," $1,15,000.00 ",United States,Medium
Lead Machine Learning Engineer,IT,Senior-level,56,Full-time,2023," $1,15,000.00 ",Israel,Small
Data Scientist,IT,Senior-level,58,Full-time,2023," $1,15,000.00 ",Canada,Medium
Data Integration Specialist,IT,Entry-level,31,Full-time,2023," $1,15,000.00 ",Canada,Medium
Machine Learning Engineer,IT,Senior-level,50,Full-time,2023," $1,15,000.00 ",Canada,Medium
Head of Data,IT,Executive-level,53,Full-time,2023," $1,15,000.00 ",Brazil,Medium
Data Engineer,IT,Senior-level,55,Full-time,2022," $1,15,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,42,Full-time,2022," $1,15,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,49,Full-time,2022," $1,15,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,56,Full-time,2022," $1,15,000.00 ",United States,Large
Data Engineer,IT,Senior-level,51,Full-time,2022," $1,15,000.00 ",United States,Medium
Machine Learning Engineer,IT,Entry-level,24,Full-time,2022," $1,15,000.00 ",United States,Large
Data Analyst,IT,Senior-level,37,Full-time,2021," $1,15,000.00 ",United States,Small
Data Engineer,IT,Senior-level,64,Full-time,2021," $1,15,000.00 ",United States,Small
Data Scientist,IT,Mid-level,46,Full-time,2021," $1,15,000.00 ",United States,Large
Lead Data Scientist,IT,Mid-level,27,Full-time,2020," $1,15,000.00 ",United Arab Emirates,Large
ML Engineer,IT,Senior-level,38,Full-time,2023," $1,14,979.00 ",Australia,Large
Data Analyst,IT,Senior-level,22,Full-time,2023," $1,14,700.00 ",United States,Large
Data Engineer,IT,Senior-level,64,Full-time,2023," $1,14,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,58,Full-time,2023," $1,14,300.00 ",United States,Medium
Data Scientist,IT,Senior-level,21,Full-time,2023," $1,14,080.00 ",United States,Medium
Big Data Engineer,IT,Senior-level,26,Full-time,2020," $1,14,047.00 ",United Kingdom,Small
Data Engineer,IT,Mid-level,38,Full-time,2023," $1,14,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,41,Full-time,2023," $1,14,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,53,Full-time,2023," $1,14,000.00 ",United States,Medium
Data Architect,IT,Senior-level,60,Full-time,2023," $1,14,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,20,Full-time,2023," $1,14,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,50,Full-time,2023," $1,13,923.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,58,Full-time,2023," $1,13,900.00 ",United States,Medium
Data Engineer,IT,Senior-level,47,Full-time,2023," $1,13,900.00 ",United States,Medium
Data Engineer,IT,Senior-level,62,Full-time,2023," $1,13,900.00 ",United States,Medium
Data Architect,IT,Senior-level,58,Full-time,2023," $1,13,900.00 ",United States,Medium
Data Architect,IT,Senior-level,19,Full-time,2022," $1,13,900.00 ",United States,Medium
Data Scientist,IT,Entry-level,63,Full-time,2023," $1,13,800.00 ",United States,Medium
Data Engineer,IT,Senior-level,58,Full-time,2023," $1,13,750.00 ",United States,Medium
Data Scientist,IT,Senior-level,50,Full-time,2023," $1,13,750.00 ",Ireland,Medium
Data Analyst,IT,Senior-level,50,Full-time,2023," $1,13,600.00 ",United States,Medium
Data Scientist,IT,Mid-level,36,Full-time,2023," $1,13,563.00 ",Australia,Medium
Data Science Manager,IT,Senior-level,46,Full-time,2023," $1,13,500.00 ",United States,Medium
Data Engineer,IT,Senior-level,26,Full-time,2021," $1,13,476.00 ",United Kingdom,Medium
Machine Learning Engineer,IT,Senior-level,29,Full-time,2023," $1,13,400.00 ",United States,Medium
Machine Learning Engineer,IT,Senior-level,28,Full-time,2023," $1,13,366.00 ",Germany,Large
Data Analyst,IT,Senior-level,51,Full-time,2023," $1,13,220.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,62,Full-time,2023," $1,13,100.00 ",United States,Medium
Data Engineer,IT,Executive-level,62,Full-time,2023," $1,13,000.00 ",United States,Medium
Data Science Engineer,IT,Mid-level,25,Full-time,2023," $1,13,000.00 ",United States,Medium
Business Intelligence Analyst,IT,Senior-level,48,Full-time,2023," $1,13,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,34,Full-time,2023," $1,13,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,21,Full-time,2023," $1,13,000.00 ",United States,Medium
ETL Developer,IT,Senior-level,62,Full-time,2023," $1,13,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,42,Full-time,2023," $1,13,000.00 ",United States,Medium
Data Architect,IT,Senior-level,47,Full-time,2023," $1,13,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,60,Full-time,2023," $1,13,000.00 ",Canada,Medium
Data Analyst,IT,Senior-level,19,Full-time,2022," $1,13,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,37,Full-time,2022," $1,13,000.00 ",United States,Large
Data Analytics Consultant,IT,Mid-level,27,Full-time,2022," $1,13,000.00 ",United States,Large
Data Engineer,IT,Senior-level,56,Full-time,2022," $1,13,000.00 ",United States,Large
Data Analyst,IT,Senior-level,41,Full-time,2022," $1,12,900.00 ",United States,Medium
Data Analyst,IT,Senior-level,44,Full-time,2022," $1,12,900.00 ",United States,Medium
Data Engineer,IT,Mid-level,19,Full-time,2020," $1,12,872.00 ",United Kingdom,Large
Data Analyst,IT,Senior-level,32,Full-time,2023," $1,12,655.00 ",United States,Medium
BI Analyst,IT,Senior-level,57,Full-time,2023," $1,12,655.00 ",United States,Medium
AI Engineer,IT,Senior-level,38,Full-time,2024," $1,12,500.00 ",United Kingdom,Medium
Analytics Engineer,IT,Mid-level,51,Full-time,2023," $1,12,500.00 ",United States,Medium
Data Scientist,IT,Senior-level,18,Full-time,2023," $1,12,500.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,58,Full-time,2023," $1,12,500.00 ",United States,Medium
Analytics Engineer,IT,Mid-level,26,Full-time,2023," $1,12,400.00 ",United Kingdom,Medium
Data Engineer,IT,Senior-level,18,Full-time,2023," $1,12,400.00 ",United Kingdom,Medium
Machine Learning Scientist,IT,Mid-level,51,Full-time,2022," $1,12,300.00 ",United States,Large
Data Analyst,IT,Senior-level,64,Full-time,2023," $1,12,200.00 ",United States,Medium
Data Engineer,IT,Senior-level,63,Full-time,2023," $1,12,200.00 ",United States,Medium
Data Scientist,IT,Mid-level,45,Full-time,2024," $1,12,000.00 ",United States,Medium
Research Scientist,IT,Mid-level,63,Full-time,2024," $1,12,000.00 ",United States,Medium
Research Scientist,IT,Senior-level,42,Full-time,2024," $1,12,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,18,Full-time,2024," $1,12,000.00 ",United States,Medium
Data Engineer,IT,Executive-level,59,Full-time,2024," $1,12,000.00 ",United States,Medium
Data Science Consultant,IT,Senior-level,51,Full-time,2024," $1,12,000.00 ",United States,Medium
Machine Learning Engineer,IT,Mid-level,25,Full-time,2024," $1,12,000.00 ",United States,Medium
Prompt Engineer,IT,Senior-level,18,Full-time,2023," $1,12,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,43,Full-time,2023," $1,12,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,34,Full-time,2023," $1,12,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,27,Full-time,2023," $1,12,000.00 ",United States,Medium
Research Analyst,IT,Entry-level,39,Full-time,2023," $1,12,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,55,Full-time,2023," $1,12,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,48,Full-time,2023," $1,12,000.00 ",United States,Medium
Analytics Engineer,IT,Senior-level,27,Full-time,2023," $1,12,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,26,Full-time,2023," $1,12,000.00 ",United States,Medium
Data Manager,IT,Senior-level,57,Full-time,2023," $1,12,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,60,Full-time,2023," $1,12,000.00 ",Canada,Medium
Business Intelligence Analyst,IT,Senior-level,54,Full-time,2023," $1,12,000.00 ",Canada,Medium
Data Analyst,IT,Mid-level,34,Full-time,2022," $1,12,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,22,Full-time,2021," $1,12,000.00 ",United States,Large
Data Scientist,IT,Senior-level,46,Full-time,2023," $1,11,967.00 ",United States,Medium
Data Science,IT,Senior-level,62,Full-time,2024," $1,11,800.00 ",United States,Medium
Data Engineer,IT,Mid-level,65,Full-time,2021," $1,11,775.00 ",United States,Medium
Data Scientist,IT,Mid-level,21,Full-time,2024," $1,11,600.00 ",United States,Large
Data Scientist,IT,Senior-level,50,Full-time,2023," $1,11,600.00 ",United States,Large
Machine Learning Engineer,IT,Senior-level,38,Full-time,2023," $1,11,600.00 ",United States,Large
Data Scientist,IT,Senior-level,47,Full-time,2023," $1,11,600.00 ",United States,Medium
Data Scientist,IT,Senior-level,50,Full-time,2023," $1,11,600.00 ",United States,Large
Data Specialist,IT,Senior-level,51,Full-time,2023," $1,11,600.00 ",United States,Medium
Data Engineer,IT,Senior-level,33,Full-time,2023," $1,11,550.00 ",United States,Medium
Research Analyst,IT,Senior-level,64,Full-time,2023," $1,11,550.00 ",United States,Medium
Data Engineer,IT,Mid-level,45,Full-time,2023," $1,11,400.00 ",United States,Medium
ETL Developer,IT,Senior-level,45,Full-time,2023," $1,11,400.00 ",United States,Medium
Data Engineer,IT,Mid-level,43,Full-time,2024," $1,11,300.00 ",United States,Medium
Data Analyst,IT,Mid-level,46,Full-time,2023," $1,11,151.00 ",United States,Medium
Data Specialist,IT,Mid-level,62,Full-time,2024," $1,11,000.00 ",United States,Medium
Data Engineer,IT,Mid-level,43,Full-time,2023," $1,11,000.00 ",United States,Medium
Data Scientist,IT,Senior-level,24,Full-time,2023," $1,11,000.00 ",United States,Medium
Data Analyst,IT,Mid-level,51,Full-time,2023," $1,11,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,29,Full-time,2023," $1,11,000.00 ",United States,Medium
Data Scientist,IT,Mid-level,18,Full-time,2023," $1,11,000.00 ",United States,Medium
Data Analyst,IT,Entry-level,50,Full-time,2023," $1,11,000.00 ",United States,Medium
Data Engineer,IT,Senior-level,64,Full-time,2023," $1,11,000.00 ",United States,Medium
Data Analyst,IT,Senior-level,22,Full-time,2022," $1,10,925.00 ",United States,Medium
Data Architect,IT,Senior-level,26,Full-time,2023," $1,10,841.00 ",United States,Medium
Data Engineer,IT,Mid-level,60,Full-time,2022," $1,10,820.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,49,Full-time,2022," $1,10,820.00 ",United Kingdom,Medium
Data Scientist,IT,Senior-level,62,Full-time,2022," $1,10,820.00 ",United Kingdom,Medium
Data Analyst,IT,Mid-level,22,Full-time,2023," $1,10,736.00 ",Croatia,Medium
Head of Data,IT,Executive-level,60,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Engineer,IT,Senior-level,32,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,47,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,40,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Computer Vision Engineer,IT,Mid-level,19,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Modeller,IT,Mid-level,38,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Modeler,IT,Mid-level,44,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Engineer,IT,Mid-level,44,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Scientist,IT,Mid-level,55,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Analyst,IT,Mid-level,36,Full-time,2023," $1,10,736.00 ",United Kingdom,Medium
Data Engineer,IT,Senior-level,46,Full-time,2023," $1,10,700.00 ",United States,Medium
Applied Scientist,IT,Entry-level,43,Full-time,2023," $1,10,680.00 ",United States,Large
Data Scientist,IT,Mid-level,56,Full-time,2024," $1,10,630.00 ",Canada,Medium
Data Analyst,IT,Senior-level,53,Full-time,2023," $1,10,600.00 ",United States,Medium
Business Intelligence Analyst,IT,Senior-level,19,Full-time,2023," $1,10,600.00 ",United States,Medium
